Data da opinião,Nota,Título,Conteúdo
set. de 2019,5,Hotel acolhedor,"O Hotel nos atendeu além de nossas expectativas, o atendimento familiar e sempre prontos em atender. A sala para crianças é excelente para os dias mais chuvosos e para o final do dia. Quarto aconchegante, café da manhã super completo. Gostamos da experiência com o Hotel."
set. de 2019,5,Melhor hotel da cidade,"Se você está em dúvida sobre o hotel em Gramado, escolha esse! Ótima localização e hospedagem, mas o que nos conquista é o serviço prestado pelos funcionários. Não havia um que destoasse do grupo, todos sempre muito solícitos e simpáticos, voltarei a Gramado e com certeza me hospedarei de novo no Fioreze. Aaah!! Café da manhã espetacular!"
set. de 2019,5,Excelente hotel!,"Excelente hotel super bem localizado no centro de Gramado. Limpeza impecável. Quarto um pouquinho pequeno, mas serviu perfeitamente para mim e para meus pais, e estávamos com uma mala média e uma pequena. Wifi funcionando muito bem, Smart TV com Netflix e frigobar no quarto. Destaque para o atendimento e cordialidade dos funcionários: nunca me senti tão bem recebida quanto neste hotel. Nota 1000 para todos! Estivemos em Gramado durante a Semana Farroupilha e o hotel ofereceu uma espécie de festinha com comes e bebes típicos. Aliás, gostaria de ressaltar a excelência do café da manhã, melhor do que muito café colonial por aí. Além disso, o tempo inteiro há disponibilidade de café e biscoitos, ou algum bolo maravilhoso, na recepção. Isso tudo foi extremamente agradável, especialmente quando voltávamos da rua com frio e encontrávamos a lareira acesa! O único ponto negativo para mim, mas que de jeito nenhum atrapalhou a estadia, foi que há um restaurante próximo com música ao vivo e, apesar das janelas antirruído, um pouco do som extravasa para o quarto. Resolvemos este problema com protetores auriculares, coisa que sempre levamos em qualquer viagem."
set. de 2019,5,Excelente experiência com família,"Toda equipe muito cordial, atenciosos e prestativos. Um encanto com nossa filha Helena. Recomendo e voltaremos com certeza.  Café excelente, quartos limpos e aquecidos, muito boa localização. Mas o melhor sãos as pessoas."
set. de 2019,5,Excelente hotel,"Com certeza, indico este hotel, para hospedagem em Gramado.  Excelente localização, com a equipe esforçando-se para que os hóspedes fiquem bem atendidos.  Caso volte a Gramado, a hospedagem será com certeza no Fioreze Centro."
set. de 2019,5,Melhor estadia impossível!,"O hotel é novinho e muito confortável. A limpeza é excelente, o atendimento dos funcionários é impecável. Tem uma copa para bebês, com local para preparar mamadeira, microondas e pia. Tinha até uma frutinha lá no final do dia. A localização é ótima. Vale muito à pena. Voltarei com certeza."
set. de 2019,5,HOTEL CHARMOSO E MARAVILHOSO.,"O hotel se localiza na rua atrás da igreja São Pedro. É praticamente no centro, perto de tudo. Os funcionários são todos educados e atenciosos. A suite era um luxo, silenciosa, confortável, limpa, maravilhosa. O café da manhã era magnífico. Admito que gostaria que tivesse um tapete no quarto ou você tem que dormir de meias porque o chão é muito frio ao acordar."
set. de 2019,5,Maravilhoso!,"Hotel excelente, tudo impecável. Não dá vontade de ir embora. Localização melhor impossível. Muito confortável e aconchegante.  Tudo bonito e novo. Sala de jogos, sala de tv, brinquedoteca, lareira.  O atendimento é muito diferenciado, todos os funcionários são atenciosos e muito solícitos.  Experiência única!"
set. de 2019,5,Atendimento fantástico,"Estivemos hospedados no Fioreze centro eu meu marido e 2 filhos e ficamos encantados conta receptividade , educação de TODA a equipe !  Meu filho completou 5 anos e a equipe fez uma bolo surpresa para ele.  Hotel , limpo , cheiroso , tudo novo e SUPER bem localizado.  Com certeza voltaremos."
set. de 2019,5,Excelente,"Tudo ótimo. Excelente atendimento. Cafe da manhã com muitas variedades. É muito bem localizado. Voltarei com certeza! Sugiro apenas um brinquedo tipo escorregador no espaço kids, embora haja muitas outras opções!"
set. de 2019,5,Hotel Excelente,"Estive no hotel em agosto de 2019 e tive uma ótima experiência, funcionários super atenciosos e quartos muito bons. A localização nem se fala, perto de tudo, bem no centro da cidade. Recomendo com certeza."
set. de 2019,5,Vale a pena!,"Hotel perfeito pra quem vai com bebês. Carolina, de 1 ano e 8 meses, amou! Café da manhã delicioso, praticidade, funcionários super atenciosos. Um dia pretendo voltar ao hotel pra curtir o Natal luz de Gramado."
set. de 2019,5,Hotel nota 10.,"Você se sente prestigiado desde o primeiro contato com o hotel, exemplo de cordialidade.  Localização perfeita, bem próximo a Cadetral de Pedra e rua coberta.  Quartos limpos e organizados, mobília nova e de bom gosto;  Café da manhã impecável."
set. de 2019,5,Hotel Sensacional,"Esse Hotel foi uma grata surpresa ! Suas instalações são novas, localização privilegiada à poucos metros da Av. Borges de Medeiros e próximo da Rua Coberta, Galeria Borges e vários outros pontos de interesse. Além disso, seu grande diferencial foi a atenção e carinho de todos conosco desde a entrada, recepção, restaurante e pessoal da manutenção. Quando retornar a Gramado já temos endereço certo."
set. de 2019,5,Viagem Serra Gaúcha,"Excelente atendimento! Muita gentileza! Muito boa localização. Superou as expectativas. A cidade é uma delícia, povo prestativo e extremamente educado! Parabéns pelo capricho e hospitalidade. Muitas opções de lazer"
set. de 2019,5,EXCELENTE ESTADIA....,"Estivemos de 18/09 a 22/09 em viagem a Gramado (eu, minha esposa e meu filho de 4 anos). Foi uma experiência maravilhosa. A localização do hotel é fantástica, sendo que muita coisa dá para fazer a pé, sem utilizar veículo. Outra experiência q aconteceu, foi q esquecemos minha câmera fotográfica e uma peça de roupas, prontamente recebi uma ligação do hotel avisando o q tinha esquecido. O café da manhã é fantástico e a cordialidade de todos os funcionários é insuperável."
set. de 2019,5,Excelente,"Hotel excelente! Funcionários atenciosos e simpáticos. Ótima estrutura e excelente localização.Fica no centro, possibilitando realizar a maioria dos passeios a pé. Com certeza, ao voltar a Gramado ficarei lá!"
set. de 2019,5,Excelente escolha!,"Escolhemos este hotel pela localização, já q é bem central, mas para nossa grata surpresa, a localização se tornou um detalhe. Equipe super atenciosa, higiene impecável, chuveiro maravilhoso e o café da manhã é extraordinário! Nos enchem de mimos a todo momento! Voltamos pra casa com gostinho de ""dar pra morar no Fioreze?"". Parabéns à todos os funcionários, vcs são a receita do sucesso de tanta receptividade e acolhimento perfeitos! Nossa família se encantou com o Hotel!"
set. de 2019,5,Hotel sensacional,"Não temos nada a reclamar do hotel. Pelo contrário, só podemos elogiar.  A limpeza do quarto e do banheiro, o serviço das camareiras, o atendimento gentil na recepção, o café da manhã impecável (até com menu para restrições alimentares)...  Um lugar para voltar e recomendar a todos."
set. de 2019,5,Surpreendente,"Todos os colaboradores do hotel são extremamente simpáticos. Parece que eles disputam para ver quem atende melhor o hóspedes. Parabéns a todos, e em especial, para o Guilherme e Fabiana! Indico esse hotel para todos, e certamente quando estiver por gramado, ficarei lá. A localização é excelente, fica bem próximo dos melhores restaurantes de Gramado. Nota mil!!!"
set. de 2019,5,Excelente,"Hotel novíssimo, com atendimento, localização, café da manhã e instalações, excelentes.  No café da manhã tem ilha com produtos sem glúten e sem lactose.  Todos os atendentes são muito educados e atenciosos.  Não precisa de carro, pois é bem central."
set. de 2019,5,Hotel Maravilhoso,"Foi minha melhor escolha. Fiquei por 5 dias e se pudesse ficaria mais. Todos do hotel estão de parabéns, funcionários extremamente educados. Excelente atendimento. Não tenho nenhuma reclamação. Voltarei com certeza."
set. de 2019,5,Inesquecível,"Hotel 10* apesar de não existir, eu o qualifico.  Maravilhoso, funcionários nota 10, café da manhã; se vc pretende ir a um café colonial, apenas se hóspede lá, não tem melhor.., alegria, limpeza.  Extremamente satisfeita foi minha melhor estadia em Gramado sem dúvida!"
set. de 2019,5,Atendimento de Excelência,"O hotel oferece um ótimo atendimento a seus clientes, todos os colaboradores foram muito educados e preparados. O café da manhã foi excelente todos os dias. O Hotel é novo, limpo e moderno, além de possui uma ótima localização."
set. de 2019,5,Excelente,"Ambiente aconchegante e confortável, excelente atendimento e funcionários com muita hospitalidade. Cada momento da viagem valeu a pena.  Café da manhã muito completo, quarto aconchegante e espaçoso.  Localização muito próxima a rua Coberta e ao Festival de Cinema."
set. de 2019,5,Respeito e amabilidade pelos clientes,"O hotel Fioreze Centro é incrível!!! A equipe é amável, gentil, respeitosa. O ambiente é limpo e aconchegante. O café da manhã é excelente e tem uma vista incrível. Não esquecendo os ambientes acolhedores que existem no hotel, amei a lareira... super recomendo!!!"
set. de 2019,5,Atendimento de excelência. Superou todas as expectativas!,"Viajei com minha esposa para Gramado para celebrarmos 1 ano de casados e, sem dúvida, não poderíamos ter escolhido melhor lugar para ficar. Realmente, o Hotel Fioreze Centro superou todas as nossas expectativas, desde a nossa chegada, quando fomos recebidos pelo Régis, que nos proporcionou um atendimento de excelência, com sorriso no rosto, fazendo com que nos sentíssemos especiais, com o apoio do Marcos (sempre muito solícitos e dispostos a fazer o melhor por nós, assim como toda equipe), até o momento de nosso check-out. Tudo perfeito, maravilhoso. Quando mencionamos na chegada que era nosso aniversário de casamento, o Régis providenciou, em nome do Hotel, mimos surpresa para nosso quarto, em comemoração a nossa data. Ah, e no check-out teve uma lembrança também! Toda equipe está de parabéns: o pessoal da recepção, da limpeza, do café da manhã (em especial o Luigi, que nos atendeu, assim como todos). Enfim, foi uma estadia inesquecível! Com certeza, ao voltarmos para Gramado, ficaremos hospedados no Hotel Fioreze Centro! Estão todos de parabéns pelo excelente atendimento, e também pela qualidade do hotel, muito bem localizado, instalações novas, tudo muito limpo. Sem falar no cafezinho, chá e bolo à disposição o dia todo, além do chimarrão, claro! Muito obrigado por tudo, e até a próxima!    Álida e Mateus."
set. de 2019,5,Hotel perfeito,"Adorei!!! Foi muito melhor do que eu esperava!!! Indico com certeza!!! Tratamento fantástico!! Ambiente agradável e aconchegante, equipe ótima, café da manhã muito bom, cama confortável, roupa de banho, de cama e travesseiros muito gostosos, enfim , tudo maravilhoso!!"
set. de 2019,5,Sua casa em Gramado,"Se você não quer uma experiência única não fique nesse hotel. O Fioreze não é um lugar comum. É um lugar para quem quer se envolver e sair da sua viagem com algo a mais na bagagem.  Vivi dias incríveis junto da minha família.  Começando pelo Staff que é maravilhoso. Todos muito cordiais, amorosos e dispostos a fazer da sua viagem a melhor possível.  A localização e ótima. Bons restaurantes perto, muitas atrações turísticas que podem ser visitadas a pé. Em relação às acomodações: hotel novo, muito limpo e organizado. Mesmo estando no centro da cidade o quarto é muito silencioso. Chuveiro sem problemas, copa baby ótima (inclusive, disponibilizaram frutas para o meu bebê, a pedido). Travesseiros e camas poderiam ser mais confortáveis, mas acho que depende do padrão do quarto escolhido. Espaço Kids muito bem equipado, inclusive com opções para os pais. Café da manhã bem variado, todos os dias uma opção regional. Opção para intolerantes.  Em resumo: experiência maravilhosa! Gostaria, em especial, de agradecer a Fabiana e ao Marcio, Luigi e Rafa! Obrigado por todo cuidado conosco! Um abraço e espero ver vcs em breve!"
set. de 2019,5,Sensacional,"Atendimento impecável! Eles prestam atenção em todos os detalhes! Meu filho estava de aniversário e cantaram parabéns no café da manhã e fizeram um bolinho. Em todos os ambientes do hotel, TODOS os funcionários eram muito solícitos. Estava tentando descobrir o nome de uma música que tocava no café, um funcionário percebeu e perguntou se eu queria saber o nome da play list. Estão sempre dispostos a ajudar. São detalhes, mas que fazem toda a diferença."
set. de 2019,5,Excepcional!!,"Nunca somos tão bem tratados em uma hospedagem como no Fioreze centro!! Todos os funcionários sãos suuuuuper educados!! Impecáveis!! O café da manhã é maravilhoso!! A localização então, nem se fale, bem no centro, fizemos praticamente tudo a pé!! Já estamos doidos para voltar!!"
set. de 2019,5,Excelente hotel,"Estive hospedado na primeira semana de setembro e o hotel é excelente! Café da manhã muito bem servido; localizacao ótima, bem no centro; equipe muito simpática e disposta a tornar a estadia uma experiência bem bacana!!!! Recomendo..."
set. de 2019,5,O hotel é maravilhoso !,"Nos sentimos em casa ! Tudo perfeito, atendimento espetacular, de todos os profissionais do hotel, o que faz toda a diferença. Além de bem localizado, tudo novinho e muito limpo. Mimos de boas vindas e de até logo, gentileza, muita gentileza !"
set. de 2019,5,Hotel Maravilhoso,"Hotel bem localizado no Centro de Gramado, aconchegante, atendimento excelente em todas as esferas de funcionários, quartos novos e bem confortáveis, café da manhã muito bom, mimos para os clientes na chegada, durante e na partida dos clientes. Super Recomendo!!!"
set. de 2019,5,Melhor atendimento do Brasil !!!,"Hotel hiper bem localizado , no centro da cidade , da pra ir aos restaurantes e lojas a pé , equipe muitíssimo bem treinada , todos muito educados e alegres todos os dias !!! Disparado o melhor atendimento em hotéis que já recebi !!!"
set. de 2019,5,Melhor hospedagem e melhor atendimento,"Este Hotel incrível conseguiu nos surpreender absurdamente em nossa estadia de 7 dias. Em cada detalhe eles conseguiam agradar. Desde o acolhimento maravilhoso por parte de todos, o lanche sempre disponível, as acomodações excelentes. Não tenho nada a reclamar. Só a elogiar."
set. de 2019,5,Hotel espetacular,"O hotel e muito bom, todo ele novinho. Para famílias tem a brinquedoteca para as crianças e o café padrão Hotel Quero quero. O atendimento é maravilhoso, todos os funcionários são muito atenciosos e queridos."
set. de 2019,5,Excelente hotel,"Excelente hotel, perto das atrações do centro de gramado.  Bons quartos, Bom cafe da manhã, equipe de funcionários excelente, prestativos e sempre a disposição de tirar dúvidas da cidade.  Único ponto negativo é que estacionamento é pago."
set. de 2019,5,Excelente ambiente e ótima equipe profissional!,"A localização é ótima, perto de tudo. Merece um destaque muito especial o atendimento e cuidado de toda a equipe, desde a recepção, arrumadeiras e café da manhã. Todos verdadeiramente muito educados, solícitos e gentis! O ambiente do hotel é muito agradável e convidativo, com ótimo custo-benefício."
set. de 2019,5,Hotel excelente,"Hotel rico em conforto e gentilezas... fomos muito bem recepcionados, o café da manhã maravilhoso, quartos confortáveis e fica no centro da cidade.  Simplesmente excelente!  Mas o que mais nos chamou a atenção foram os colaboradores do hotel, TODOS muito gentis!  Recomendo!"
set. de 2019,5,Atendimento Espetacular!,"O carinho, atenção e simpatia dos funcionários fazem a diferença nesse hotel!!!  Todos muito prestativos e prontos pra ajudar!!  Além disso as camas são ótimas, pra quem gosta de um bom banho a ducha é deliciosa e a limpeza tbm é excelente."
set. de 2019,5,Maravilhoso e acolhedor!,"Fomos passar o aniversário do meu esposo. A equipe deixou no quarto um bolinho surpresa de aniversário com felicitações para ele. Equipe simpática e muito atenciosa. Café da manhã completo e muito saboroso, cama excelente, lencóis macios, toalhas e amenidades de ótima qualidade. Ainda nos permitiram fazer o late check out. Hall do hotel com café, água aromatizada e outras iguarias sempre disponível para o hóspede comer e beber. Localização ótima, perto de tudo no centro de Gramado. Voltaremos e indicaremos o Fioreze Centro aos amigos e familiares que forem a Gramado. Merece 5 estrelas!!!"
set. de 2019,5,EXCELENTE!!!!,"Tive uma ótima hospedagem, O hotel está bem localizado no centro, os funcionários são super solícitos e gentis.  café da manhã maravilhoso, super variado... Os quartos são bem limpinhos, camas confortáveis e aconchegantes.  Meu próximo retorno a Gramado 😍 me hospedarei no HOTEL FIOREZE sem dúvidas..."
set. de 2019,5,Sua casa em Gramado,"Sem dúvida, o melhor hotel que conheci. Equipe super preparada. Não medem esforços para te fazer se sentir bem. Parabéns a todos. Nota 10 nos quesitos, localização, café da manhã, acomodações . E 1000 em atendimento."
set. de 2019,5,Show,"Excelente! Muito bom ter passado esses dias no hotel Fioreze centro. Conforto, acolhimento, simpatia, gentileza, limpeza, café da manhã espetacular, o que nos fez sentir muito à vontade e já saudosistas! Recomendo!!!!"
set. de 2019,5,Impecável,"A estadia no hotel superou as nossas expectativas!  Localização excelente, funcionários educados e atenciosos e um café da manhã delicioso!  Quando voltarmos a Gramado com toda certeza ficaremos novamente no Hotel Fioreze Centro."
set. de 2019,5,Hotel Maravilhoso,Ficamos hospedados por 7 dias. Dias estes inesquecíveis!! Hotel maravilhoso: acomodações amplas e confortáveis; Café da manhã delicioso e variado; funcionários educados e solícitos. Hotel novinho e muito bem localizado. Voltaremos com certeza.
set. de 2019,5,Excelente em tudo.,Só tenho a elogiar. Educação e atenção dos funcionários para com os clientes. Limpeza do hotel. Instalações perfeitas. Café da manhã maravilhoso. O melhor hotel de todos. Quero voltar logo logo. Super indico.
set. de 2019,5,Queria dar 6 estrelas,"Visitei o Fioreze com minha namorada em minha primeira visita a Gramado. O hotel é lindo, SUPER bem localizado (no centro) e o atendimento é algo encantador. Cada funcionário te faz se sentir especial. Desde a recepção, os colegas que abrem a porta, as pessoas do restaurante... O mais espetacular café da manhã que comi na minha vida! Melhor do que qualquer café colonial da cidade, e tudo isso incluído na diária. Juliana, Luigi, Denilson, Guilherme, Zaira, dentre outros fazem a experiência no Fioreze ser inesquecível. Já contando os dias pra retornar!"
set. de 2019,5,Simplesmente Amei,"Excelência é a palavra que define o Fioreze. Desde quando eu e meu marido chegamos já fomos surpreendidos com uma linda foto nossa com nossa cachorrinha impressa deixada em nosso quarto com um dizer a mão . O café da manhã é variado e delicioso. Os atendentes são excepcionais, sempre prontos a nos ajudar com o que preciso. Os quartos, aconchegantes e bem cuidados e o hotel em si, um charme. A localização não podia ser melhor, bem no centro. Com certeza voltaria!!"
set. de 2019,5,Excepcional!,"Hotel muito bem localizado, pertinho da rua coberta, e apesar de estar no centro é muito silencioso.  Tudo muito limpo, toalhas, lençois...  O café da manhã é divino, tudo bem feito, delicioso, variado... tem omelete e crepioca feitos na hora.  Mas o ponto alto desse hotel é o atendimento dos funcionários, fiquei impressionada com a atenção dispensada aos hóspedes, desde a recepção, pessoal do café da manhã, da higiene e limpeza. Foi um final de semana espetacular nesse hotel!"
set. de 2019,5,"Excelente atendimento, localização, limpeza e café da manhã","Escolhemos este hotel com base nas avaliações do TripAdvisor. Foi exatamente como esperávamos.  Excelente custo beneficio. Pagamos 1.400 reais por 5 noites.  Destaca-se o excelente atendimento: todos os funcionários são solícitos e muito agradáveis.  Localização perfeita.  Hotel novo, quarto super limpo.  Café da manhã muito bom, todos funcionários simpáticos e muito agradáveis, principalmente com as crianças."
set. de 2019,5,Hospedagem perfeita!,"Fui em setembro com minha esposa. AMAMOS! Ótima localização, fui a pé aos principais pontos turísticos da cidade caminhando poucos minutinhos. Ambiente muito bem cuidado com ótimas instalações e áreas comuns bem cuidadas, uma suave fragrância perfumada pelo ar. TV com alguns canais fechados bem como YouTube e Netflix, o wi-fi funcionou muito bem. Ficamos na ala mais nova do hotel, suite duplo econômica (fiquei no 318. Obs: do 317 ao 319, e seus correspondentes nos andares superiores e inferiores ficam ao lado de áreas de convivência, ou seja, em alta temporada o barulho pode incomodar, no meu caso, como a ocupação estava baixa, foi tranquilo). Para alguns o quarto pode parecer um pouco ""compacto"", julgo o espaço como adequado para duas pessoas (até porque ao viajar não fico muito dentro do hotel, costumo bater perna, rsrs), o banheiro é bem grande mas sem box fechado, creio que por ser adaptado para PNE, mas a água do banho não invade o banheiro. Dormimos confortavelmente, colchão e travesseiros bons. Ótimo café da manhã com variedade, bolos e tortas deliciosos, há opções sem glúten e açúcar (um diferencial pra quem tem restrições alimentares). No lounge da recepção são disponibilizados água saborizada, cafezinho, biscoitos e outros quitutes aos hóspedes, sem custo. Agora, o ponto mais alto do hotel fica por conta da extrema educação e cordialidade de seus funcionários. Ainda recebemos alguns ""mimos"" em nossa recepção e no checkout. Atendimento nota mil! Em suma, tivemos uma excelente experiência e retornaremos em uma próxima oportunidade. Parabéns a toda equipe Fioreze!"
set. de 2019,5,Hotel perfeito!,"Atendimento excepcional! Funcionários extremamente cordiais, prestativos e sorridentes. Ganhamos um up-grade no check-in (amamos). Café da manhã tipo colonial com variedade e qualidade que não havíamos tido anteriormente. Quarto aconchegante, muito limpo, e silencioso. Certamente retornaremos ao Fioreze Centro em nossa próxima estadia em Gramado. Recomendadíssimo!"
set. de 2019,5,Excepcional,"Uma experiência inesquecível. Foram muito atenciosos... A equipe solícita e a estrutura é moderna, tudo muito novo. O café da manhã era quase um café colonial, com uma variedade incrível. O hotel está de parabéns."
set. de 2019,5,Atendimento excelente,"Parabéns pela qualidade do atendimento e cordialidade dos funcionários.  Estrutura muito aconchegante.  Muito limpo e organizado.  Ótima localização, próximo a rua central que facilita muito o deslocamento no centro da cidade."
set. de 2019,5,Nos sentimos entre amigos 🥰,Equipe sempre pronta a ajudar! Atenciosa e prestativa!  Fomos recebidos com espumante! E um até breve com Palha Italiana produzida por Eles! Café da manhã farto com muitas opções!!! Todos funcionários sem exceção promoveram um atendimento de excelência durante toda a estadia ! Gratidão!!!
set. de 2019,5,Hotel maravilhoso!!!! Adoramos!tima.,O Hotel é maravilhoso. Localização ótima. Equipe atenciosa e simpática. Café da manhã farto e variado inclusive com opções sem glúten e lactose. O quarto é espaçoso e muito confortável com sistema de aquecimento eficiente. Com certeza será sempre nosso hotel em Gramado.
set. de 2019,5,Foi uma viagem de férias,"Hotel e equipe incrível, tudo perfeito. Eu e minha esposa fomos muito bem tratados O quarto era maravilhoso Ótimo serviço, desde a portaria até o serviço de quarto e ótima localização no centro da cidade. Gostei muito."
set. de 2019,5,Viagem inesquecível!,"O destaque deste hotel fica para a cordialidade de todos os funcionários! Localização excelente! Fomos comemorar 20 anos de casados, juntamente com nossas filhas e com certeza, a escolha deste hotel tornou nossa viagem mais especial!!!"
set. de 2019,5,EXCELENTE!,"Estive hospedado no Fireze no período em que estava de lua de mel. Hotel novinho, muito confortável, bem localizado e com funcionários extremamente educados e prestativos. Valeu a pena! Não só recomendo, como também tenho a certeza que me hospedarei nele novamente em uma próxima visita a Gramado."
set. de 2019,5,Melhor estadia de gramado,"Hotel incrível e equipe incrível do hotel.. hotel muito familiar, localizado no coração da cidade fácil acesso a tudo...e o atendimento foi o melhor que já tive de muitas viagem... logo voltaremos pra curtir mais a cidade"
set. de 2019,5,Melhor Hotel,"Não tinha como o serviço ser melhor, tudo perfeito. Eu e minha noiva fomos muito bem tratados  O quarto era maravilhoso  Ótimo serviço, desde a portaria até o serviço de quarto e ótima localização.  Gostei muito de tudo."
set. de 2019,5,Hotel Maravilhoso!,"Gostei muito do hotel, Confesso que fiquei encantado com o atendimento da equipe. Todos sempre muito atenciosos. Com certeza me hospedaria novamente.  Achei apenas alguns quartos um pouco apertados, mas nada que desmereça o hotel.  Alguns pontos do hotel o WiFi deixa a desejar.  Me surpreendi também da cobrança do estacionamento, porque não fomos avisados na entrada."
set. de 2019,5,Excelente,Foi tudo ótimo!!!! Os funcionários são muito simpáticos e educados!!! O café da manhã é muito bom também!!  Os funcionários realmente se destacam no quesito educação e simpatia!!! Sempre solicitos e atenciosos!!!
set. de 2019,5,Hotel Incrível,"Localização, café da manhã, conforto, limpeza, atendimento, enfim... tudo impecável. Sou comissária de bordo e praticamente moro em hotéis, dos mais simples aos mais sofisticados e esse em particular me surpreendeu por não haver um item se quer que deixasse a desejar. Maravilhoso. Parabéns a todos!"
set. de 2019,5,Aconchegante como casa de mãe!,"Simplesmente o melhor hotel em que já me hospedei! Desde a chegada até a saida fui tratada com extrema dedicação e carinho!Hotel novo,localização excelente a poucos metros da rua coberta,acomodações limpas e perfumadas,chuveiro maravilhoso,café da manhã dos sonhos e com um abraço carinhoso da Tia Zaira,funcionários adoráveis,todos sem exceção,me senti como se estivesse na casa da minha mãe,não vejo a hora de voltar!Um agradecimento especial a tia Zaira,Fabiana,Marcio,Luigi,Joaquim e a todos os demais funcionários que tornaram a minha estadia inesquecível!"
set. de 2019,5,Excelente!,"Hotel muito bem localizado, limpo e confortável. Funcionários muito solícitos e o café da manhã é simplesmente maravilhoso, com inúmeras opções (inclusive com opções sem glúten e lactose). Imensidão de restaurantes próximos."
set. de 2019,5,Excelente hotel!,"Estive agora na primeira semana de setembro hospedado no hotel e com certeza uma ótima experiência.Equipe muito atenciosa, prestativa e educada!  Café da manhã muito bem servido e localização excelente."
set. de 2019,5,Me senti em casa de vó,"Vou ser sincero, nunca me senti tão bem recebido na vida. Desde o primeiro dia na recepção a Fabiane nós recebeu muito alegre e extremamente solícita nos ajudando com todas as dúvidas e dando muitas dicas. A toda a equipe do Fioreze centro eu só tenho a agradecer pelo carinho e amor aos quais sentimos todos os dias desde a carinhosa equipe do café aos gentis ajudantes que nos cumprimentavam todos os dias a todas as horas.    Novamente muito obrigado por nós proporcionarem essa experiência inesquecível para mim e minha esposa em nossa lua de mel."
set. de 2019,4,Boa experiência,"Ótima relação custo x benefício. Hotel no centro, pessoal qualificado e cordial, instalações em ótimo estado e bem novas. Também oferece um ótimo café da manhã com muita variedade de alimentos, com destaque para a qualidade dos mesmos, o que muitas vezes é falho em muitos hotéis."
set. de 2019,5,Maravilhoso!,"Excelente hotel! Atendimento diferenciado, funcionários muito gentis e solícitos, além de muito conforto na estrutura como um todo! O café da manhã é incrível e com opções sem gluten e sem lactose para quem tem intolerância. Nota 10!"
set. de 2019,5,Hotel Fioreze Centro,"O hotel é sensacional, superou as expectativas que tínhamos. Muito bem localizado,funcionários super atenciosos e prestativos, café da manhã excelente (inclusive, com opções sem glúten e sem lactose, e nisso o hotel ganhou o meu coração), acomodações limpas e aconchegantes."
set. de 2019,5,Hotel Fioreze Centro,"Equipe incrivelmente receptiva e atenciosa, sempre dispostos a auxiliar. Localização ótima, assim como a estrutura do hotel e o café da manhã. Recomendo e com certeza voltaremos na próxima viagem à Gramado."
set. de 2019,4,Um dos melhores lugares que já fiquei,"O atendimento no hotel é simplesmente perfeito, todos os funcionários extremamente atenciosos, café da manhã sensacional. Um pequena observação que tenho a fazer é sobre o quarto que ficamos, ele era um pouco barulhento, acredito que na sala ao lado ou em cima ficava a lavanderia e era possivel ouvir as maquinas trabalhando, mas nada que desabone o hotel por isso."
set. de 2019,5,Férias em gramado,"Estivemos no hotel fioreze em agosto desse ano. O hotel é super gostoso, bem localizado, os quartos são bons, funcionários atenciosos e café da manhã delicioso. Única ressalva, poderiam colocar uns travesseiros mais baixos de opção. Mas no geral, tudo ótimo."
set. de 2019,5,Hotel Fioreze Centro,"Dou nota máxima!Hotel com excelente localização, funcionários extremamente educados e ótimo café da manhã! Quando voltar a Gramado, certeza que escolherei este mesmo hotel! Recomendo muito a todos que visitarem a cidade!"
set. de 2019,5,Top,"Melhor localização, cafe razoável, extremamente limpo e organizado, pessoal muito receptivo e educado. Cama grande...chuveiro maravilhoso...silencioso..bem vedado...ambiente quentinho e com 3 belos restaurantes ao lado. O estacionamento poderia ser cortesia."
set. de 2019,5,RECOMENDO,"Perfeito, funcionários sempre MUITO atenciosos e alegres, café da manhã sem igual muito bom com uma bela vista para o centro da cidade , quarto também perfeito nada a reclamar só agradecer a equipe toda"
set. de 2019,5,Aniversário,"Excelente estadia , muito carinho e dedicação por parte de toda equipe, ficamos muito feliz em ter sido tao bem recebidos.Deus abençoe a todos e com certeza voltaremos.Parabéns a toda a equipe do Hotel Fioreze centro"
set. de 2019,5,Aniversário,"Nossa estadia foi maravilhosa, excelente acolhimento por parte de toda a equipe, ficamos impactados com tanto carinho e dedicação.Voltaremos em breve e com toda certeza ficaremos aqui, foi tudo excelente."
set. de 2019,5,Viagem em Família,"O atendimento é excelente começando dos manobristas, mensageiros até os recepcionistas em especial a Rosane.  A localização é perfeita, dar para fazer tudo a pé. Os quartos são super limpos e quentinhos. Café da manhã é bem variado e se quiser uma omelete personalizada também tem. Com certeza na próxima vez que viermos a Gramado vamos nos hospedar aqui novamente."
set. de 2019,5,Estadia perfeita!,"Localização maravilhosa: uma quadra da Borges de Medeiros, próximo ao Palácio dos Festivais, Rua Coberta, restaurantes e lojas! Café da manhã farto, quarto compacto mas com lugar pra guardar tudo, cama macia, lençóis limpinhos, ducha deliciosa, funcionários super bem educados e prestativos! Ameeeeeeei!!!🥰🥰🥰🥰"
set. de 2019,5,Estadia otima,"Escolhemos esse hotel por ser no centro da cidade. Foi realmente muito bom pq pudemos passear pelo centro a pé e conhecer as lojas, restaurantes e tudo o que tem nessa cidade tão bonita! Apesar da localização central o hotel é bem tranquilo, dentro das suas dependências quase não ouvimos o movimento da rua! Com certeza vamos indicar para us amigos e familiares e pretendemos voltar!"
